id,name,birthYear
nm9430219,Myron Healey,
nm9430220,John Mansfield,
nm9430221,Lisa Montell,
nm9430222,Senne Roufaer,
nm9430223,Beata Tyskiewicz,
nm9430224,Luc Phillips,
nm9430225,s a,
nm9430226,s a,
nm9430227,s a,
nm9430228,s a,
nm9430229,s a,
nm9430230,Arletta Emery,
nm9430231,Ives Montand,
nm9430232,Mathieu Carriere,
nm9430233,Daniel Delorme,
nm9430234,Bulle Ogier,
nm9430235,JeanLuc Bideau,
nm9430236,s a,
nm9430237,Adriana Bogdan,
nm9430238,s a,
nm9430239,s a,
nm9430240,Roger vanHool,
nm9430241,Mathieu Carriere,
nm9430242,Vittorio Gassman,
nm9430243,s a,
nm9430244,Jaques Sojcher,
nm9430245,Denise Debbaut,
nm9430246,GianMaria Volonte,
nm9430247,NBushe Wright,
nm9430248,DeShonn Castle,
nm9430249,Paul Butler,
nm9430250,Ron Johnson,
nm9430251,Fairuza Balk,
nm9430252,Elisabeth Moss,
nm9430253,Kelly Lynch,
nm9430254,Lila Lee,
nm9430255,Walter Heirs,
nm9430256,Arthur Edmund Carewe,
nm9430257,John Eldridge,
nm9430258,Warren Williams,
nm9430259,Ellen drew,
nm9430260,Keefe Brasselle,
nm9430261,Marllyn Erskine,
nm9430262,Alex Gerry,
nm9430263,William Forrest,
nm9430264,Will Rogers jr.,
nm9430265,s a,
nm9430266,W.C.Fields,
nm9430267,Viriginia Bruce,
nm9430268,Charlie Ruggles,
nm9430269,Ed Brophy,
nm9430270,Peggy Moran,
nm9430271,Charley Grapwin,
nm9430272,Grace MacDonald,
nm9430273,The Andrews~Sisters,
nm9430274,Artur Rubinstein,
nm9430275,Patrick Tierney,
nm9430276,Elias Koteas,
nm9430277,Arsinee Khanjian,
nm9430278,Atom Egoyan,
nm9430279,Arsinee Khanjian,
nm9430280,Ashot Adamian,
nm9430281,Bruce Greenwood,
nm9430282,Mia Kirshner,
nm9430283,Don McKellar,
nm9430284,Elias Koteas,
nm9430285,Bruce Greenwood,
nm9430286,Caerthan Banks,
nm9430287,Gabrielle Rose,
nm9430288,Alberta Watson,
nm9430289,Arsinee Khanjian,
nm9430290,Elaine Cassidy,
nm9430291,Peter McDonald,
nm9430292,Arsinee Khanjian,
nm9430293,Lumi Cavazos,
nm9430294,Marco Leonardo,
nm9430295,Regina Torre,
nm9430296,s a,
nm9430297,s a,
nm9430298,s a,
nm9430299,Teodoro Bastida,
nm9430300,s a,
nm9430301,Josh Charles,
nm9430302,John Castle,
nm9430303,Yael Abecassis,
nm9430304,Meitel Barda,
nm9430305,Candice Rialson,
nm9430306,Maya Rojo,
nm9430307,Carlos Judd,
nm9430308,John Hudson,
nm9430309,Albert Dieudonne,
nm9430310,Pierre Batcheff,
nm9430311,Colette Darfeuil,
nm9430312,Sylvia Grenade,
nm9430313,Victor Franceen,
nm9430314,Albert Dieudonne,
nm9430315,Pierre Batcheff,
nm9430316,Roland Bartrop,
nm9430317,Carmen Boni,
nm9430318,Lia Crithi,
nm9430319,Hans Junkermann,
nm9430320,Max Schreck,
nm9430321,Carl Goetz,
nm9430322,Karl Platen,
nm9430323,Oreste Bilancia,
nm9430324,Christopher Lamber,
nm9430325,Armin Mueller Stahl,
nm9430326,s a,
nm9430327,Marco Hofschneider,
nm9430328,Rene Hofschneider,
nm9430329,Solomon Perel,
nm9430330,Andre Wilms,
nm9430331,Halina Labonarska,
nm9430332,s a,
nm9430333,s a,
nm9430334,s a,
nm9430335,Emmanuel Morozov,
nm9430336,Francois Cluzet,
nm9430337,Brigitte Rouan,
nm9430338,Faye Gatteau,
nm9430339,Kate Maberly,
nm9430340,John Lynch,
nm9430341,Andrew Knott,
nm9430342,Heydon Prowse,
nm9430343,Ben Chaplin,
nm9430344,Ludovic Vandendaele,
nm9430345,Erick daSilva,
nm9430346,Sandrine Blancke,
nm9430347,Valentina Cervi,
nm9430348,Michel Serrault,
nm9430349,Cathy Motiarty,
nm9430350,Laurence Fishburne,
nm9430351,Blair Underwood,
nm9430352,Richard Gross,
nm9430353,Alexis Arquette,
nm9430354,Helen Sork,
nm9430355,Jennifer Elisa cox,
nm9430356,Morgan Sheppard,
nm9430357,Jennifer Aspen,
nm9430358,Joan vanArk,
nm9430359,Conrad Hall,
nm9430360,Ernest Dickerson,
nm9430361,Vilmos Zsigmond,
nm9430362,Gordon Willis,
nm9430363,Allen Daviau,
nm9430364,Caleb Deschanel,
nm9430365,Haskell Wexler,
nm9430366,Allen Daviau,
nm9430367,John Bailey,
nm9430368,Nestor Almendros,
nm9430369,Lam ChiCheung,
nm9430370,Cora Miao,
nm9430371,Ramblin' Jack Elliott,
nm9430372,Arlo Guthrie,
nm9430373,Nora Guthrie,
nm9430374,Pete Seeger,
nm9430375,Odetta,
nm9430376,Dave vanRonk,
nm9430377,Aiyana Elliott,
nm9430378,Martha Elliott,
nm9430379,Gerald Barray,
nm9430380,Alberto deMendoza,
nm9430381,Madjid Nirumand,
nm9430382,Fisher Stevens,
nm9430383,Cristi Conaway,
nm9430384,s a,
nm9430385,Wilfrid Lucas,
nm9430386,Eddie Borden,
nm9430387,Matt Clark,
nm9430388,Bonnie Bartlett,
nm9430389,Charles Cioffi,
nm9430390,Richard Shull,
nm9430391,Jane White,
nm9430392,Walter McGinn,
nm9430393,Richard Nixon,
nm9430394,Jason Robards~jr,
nm9430395,F. Murray Abraham,
nm9430396,Meredith Baxter,
nm9430397,Pat Nixon,
nm9430398,Tony Romano,
nm9430399,Rita Karin,
nm9430400,Stephen d. Newman,
nm9430401,Josh Mostel,
nm9430402,Bonnie Bedalla,
nm9430403,Bradley Whitford,
nm9430404,John Litgow,
nm9430405,Margaret Colin,
nm9430406,George Hearn,
nm9430407,x Ryan,
nm9430408,Natascha McElhone,
nm9430409,Ashley Ohara,
nm9430410,Alexandro Jodorowsky,
nm9430411,s a,
nm9430412,s a,
nm9430413,s a,
nm9430414,s a,
nm9430415,s a,
nm9430416,s a,
nm9430417,s a,
nm9430418,Orane D\'emazis,
nm9430419,Douglas Fairbanks,
nm9430420,Laurence Oliver,
nm9430421,Gladys Cooper,
nm9430422,Turo Pajala,
nm9430423,Susanna Haavisto,
nm9430424,Matti Pellonpaa,
nm9430425,Kati Outinen,
nm9430426,Elina Salo,
nm9430427,Esko Nikkari,
nm9430428,Vesa Vierikko,
nm9430429,Andre Wilms,
nm9430430,Matti Pellon\"a\"A,
nm9430431,Kari V\"a\"ana\"anen,
nm9430432,s a,
nm9430433,Christine Murillo,
nm9430434,Evelyne Didi,
nm9430435,Laike,
nm9430436,Brendan Fraser,
nm9430437,Patrick Dempsey,
nm9430438,Josh Hamilton,
nm9430439,Gore Vidal,
nm9430440,Crahan Denton,
nm9430441,Jeanette Nolan,
nm9430442,Susan Silo,
nm9430443,Zohra Lampert,
nm9430444,Joby Baker,
nm9430445,Donnelly Rhodes,
nm9430446,s a,
nm9430447,Bsarbara Barrie,
nm9430448,s a,
nm9430449,Patricia Barry,
nm9430450,Geoffrey Horen,
nm9430451,Yoko Yaguchi,
nm9430452,Ko Kimura,
nm9430453,Kyo Machiko,
nm9430454,Masayuki Mori,
nm9430455,Minoru Chaiki,
nm9430456,Kenji Mizoguchi,
nm9430457,Kinuyo Tanaka,
nm9430458,Kuninori Kodo,
nm9430459,Daisuke Kato,
nm9430460,Minoru Chaiki,
nm9430461,Tasuya Nkadai,
nm9430462,s a,
nm9430463,s a,
nm9430464,s a,
nm9430465,s a,
nm9430466,Tatsya Nakadai,
nm9430467,Tatsya Nakadai,
nm9430468,Mieko Harada,
nm9430469,Tatsuya Nakadai,
nm9430470,Peter,
nm9430471,Hisahi Ikawa,
nm9430472,Satoshi Terao,
nm9430473,Jinpachi Nezu,
nm9430474,Daisuke Ryu,
nm9430475,Akira Terao,
nm9430476,Mieko Harada,
nm9430477,Chishu Ryu,
nm9430478,Sachiko Murase,
nm9430479,s a,
nm9430480,Anna Thomson,
nm9430481,Rebecca deMornay,
nm9430482,Kyle T. Heffner,
nm9430483,John P. Ryan,
nm9430484,Teri Hatcher,
nm9430485,Lolita Davidoitch,
nm9430486,s a,
nm9430487,s a,
nm9430488,s a,
nm9430489,Jesper Sal\'en,
nm9430490,Basia Frydman,
nm9430491,Stellan Skarsgard,
nm9430492,Niklas Odlund,
nm9430493,Donald Pleasance,
nm9430494,Maurice Murphy,
nm9430495,Claire Tevor,
nm9430496,Himphey Bogart,
nm9430497,Jeffrey Linn,
nm9430498,Janet Beecher,
nm9430499,Guinn Williams,
nm9430500,Sig Rumann,
nm9430501,Barbara Stanwyk,
nm9430502,Harold Vermilya,
nm9430503,Leo Glenn,
nm9430504,Mark stevens,
nm9430505,Anouk Aim\'ee,
nm9430506,s a,
nm9430507,s a,
nm9430508,Zandor Vorkov,
nm9430509,Angelo Rossito,
nm9430510,John Bloom,
nm9430511,Forrest J. Ackerman,
nm9430512,s a,
nm9430513,s a,
nm9430514,s a,
nm9430515,Anne Brochet,
nm9430516,JeanPiere Marielle,
nm9430517,Caroline Sihol,
nm9430518,Carole Richert,
nm9430519,Guillaume Depardieau,
nm9430520,Catherine Hessling,
nm9430521,Doris Dudley,
nm9430522,Elena Verdugo,
nm9430523,Mario Cabre,
nm9430524,Pamela Kellino,
nm9430525,Wanda Rotha,
nm9430526,Marcel Poncin,
nm9430527,Christopher Neame,
nm9430528,Stephanie Beecham,
nm9430529,Dorothy Dell,
nm9430530,Frank McGlynn~sr,
nm9430531,James Gleason,
nm9430532,Rita Johnson,
nm9430533,John Emery,
nm9430534,Donald mcBride,
nm9430535,Benny Rubin,
nm9430536,James Gleason,
nm9430537,Ted Donaldson,
nm9430538,Art Baker,
nm9430539,Ilan MitchellSmith,
nm9430540,Jenny Wright,
nm9430541,Roy Goldman,
nm9430542,Pascal Lamorisse,
nm9430543,Kevin Spacey,
nm9430544,Penelope Allen,
nm9430545,Kevin Conway,
nm9430546,Mahalia Jackson,
nm9430547,s a,
nm9430548,Juana Hernadez,
nm9430549,s a,
nm9430550,Phyllis Dixey,
nm9430551,Ronald Frankau,
nm9430552,Terence deMarmey,
nm9430553,Abraham safaer,
nm9430554,Arnold Laven,
nm9430555,Phillip Coolidge,
nm9430556,s a,
nm9430557,s a,
nm9430558,Robert H. Harrat,
nm9430559,Sammy Reese,
nm9430560,June Walker,
nm9430561,Cathie Merchant,
nm9430562,William Bramley,
nm9430563,Jim Boles,
nm9430564,Charles Seel,
nm9430565,George Lindsey,
nm9430566,Arthur Byron,
nm9430567,Refinald Owen,
nm9430568,Florence Arliss,
nm9430569,Holmes Hernert,
nm9430570,Alan Marshall,
nm9430571,Mamie vanDoren,
nm9430572,Conway Twitty,
nm9430573,Earl Wilson,
nm9430574,Sheilah Graham,
nm9430575,Rocky Marciano,
nm9430576,Elisha Cook,
nm9430577,Ziva Rodann,
nm9430578,Micket Shaughnessey,
nm9430579,Mamie vanDoren,
nm9430580,s a,
nm9430581,Louis Nye,
nm9430582,Pamela Mason,
nm9430583,Marty Milner,
nm9430584,Vampira,
nm9430585,Conway Twitty,
nm9430586,Charles Chaplin~jr.,
nm9430587,Harold Lloyd~jr.,
nm9430588,Woo Woo Grabowski,
nm9430589,Sandra Lynn,
nm9430590,Ric Marlowe,
nm9430591,Stephen Long,
nm9430592,Barbara Stanwyk,
nm9430593,Joe Sawyer,
nm9430594,s a,
nm9430595,Barbara Stanwyk,
nm9430596,Erin OBrienMoore,
nm9430597,Robert Barrat,
nm9430598,Helen Flint,
nm9430599,Clifford Soubier,
nm9430600,Alonzo Price,
nm9430601,Dickie Jones,
nm9430602,Dorothy Vaughn,
nm9430603,Pat C. Flick,
nm9430604,Francis Sayles,
nm9430605,Paul Stanton,
nm9430606,Egon Brecher,
nm9430607,Sigreid Gurie,
nm9430608,June Knight,
nm9430609,Jackie Geason,
nm9430610,Sig Rumann,
nm9430611,Lisette Verea,
nm9430612,Hardie allbright,
nm9430613,Ronald reagan,
nm9430614,Paul Anka,
nm9430615,Fabian,
nm9430616,Kenneth Moore,
nm9430617,Brian Kelly,
nm9430618,Gary Merritt,
nm9430619,Billy Crudup,
nm9430620,Samantha Morton,
nm9430621,Jack Stuart,
nm9430622,Amber Collins,
nm9430623,Rene Baldwin,
nm9430624,Wilbert Bradley,
nm9430625,Giacomo RossiStuart,
nm9430626,Ombretta Colli,
nm9430627,Joy Bang,
nm9430628,Marlene Clark,
nm9430629,Roger Garrett,
nm9430630,Slash Marks,
nm9430631,Brian Backus,
nm9430632,Robert Romanus,
nm9430633,Beverly DAngelo,
nm9430634,Jason Lively,
nm9430635,Paul Baretel,
nm9430636,Jeanette Charles,
nm9430637,Peter Hugo,
nm9430638,Julie Woodridge,
nm9430639,Sylvia Badalati,
nm9430640,Claudia Neidig,
nm9430641,Moon Unit Zappa,
nm9430642,Jason Biggs,
nm9430643,Mena Suvari,
nm9430644,Juliet Stevenson,
nm9430645,Alan Rickman,
nm9430646,Michael Maloney,
nm9430647,Christopher Rozycki,
nm9430648,Stella Maris,
nm9430649,David Ryall,
nm9430650,Deborah Findlay,
nm9430651,Bill Paterson,
nm9430652,Pierre-Grahame duFrisk,
nm9430653,Annabella Sciora,
nm9430654,MarieLouise Parker,
nm9430655,Willliam Hurt,
nm9430656,Ralph Fiennes,
nm9430657,Juliette Binoche,
nm9430658,Naveen Andrews,
nm9430659,William Dafoe,
nm9430660,Colin Firth,
nm9430661,Matt Damon,
nm9430662,Jude Law,
nm9430663,Cate Blanchett,
nm9430664,Philip Seymour Hoffman,
nm9430665,s a,
nm9430666,Aleksandra Slaska,
nm9430667,Anna Ciepielewska,
nm9430668,Pat Priest,
nm9430669,Casey Kasem,
nm9430670,Barry Kroeger,
nm9430671,Michele Nichols,
nm9430672,Margaret Shendal,
nm9430673,Bobbie diCiccio,
nm9430674,Maxwell Caulfield,
nm9430675,Lilian Balsam,
nm9430676,Levar Bundy,
nm9430677,Bradford Bancroft,
nm9430678,Eric Thal,
nm9430679,William Forsythe,
nm9430680,Cathy Moriarity,
nm9430681,Lee Montgomery,
nm9430682,Holly Gagnier,
nm9430683,Mario van Peebles,
nm9430684,Deborah Unger,
nm9430685,Chistopher Lambert,
nm9430686,Folke Sundquist,
nm9430687,Ulla Jacobson,
nm9430688,s a,
nm9430689,Gordon Goodrow,
nm9430690,Melvin Stewart,
nm9430691,Richard Schaal,
nm9430692,Ed Begley~jr,
nm9430693,G.W. Bailey,
nm9430694,David Graf,
nm9430695,s a,
nm9430696,George R. Robertson,
nm9430697,Michael Winslow,
nm9430698,Leslie Easterbrook,
nm9430699,Janet Jones,
nm9430700,Lance Kinsey,
nm9430701,Matt McCoy,
nm9430702,Marion Ramsey,
nm9430703,Archie Hahn,
nm9430704,Jerry Lazarus,
nm9430705,Tab Thacker,
nm9430706,Michael Winslow,
nm9430707,Buck Young,
nm9430708,Keith Barcs,
nm9430709,Roland Downey~jr,
nm9430710,Paxton Whitehead,
nm9430711,Adrienne Bobes,
nm9430712,Terry Farrar,
nm9430713,Efrem Zimbalist~jr,
nm9430714,Nichalos Cage,
nm9430715,B.D. Wong,
nm9430716,Bert Parks,
nm9430717,Rosie Perez,
nm9430718,sa,
nm9430719,Isacc Hayes,
nm9430720,s a,
nm9430721,s a,
nm9430722,Andre Deed,
nm9430723,Valentina Frascaroli,
nm9430724,Mathilde Lambert,
nm9430725,Gabriel Moreau,
nm9430726,Fernando VivasMay,
nm9430727,Giulia Costa,
nm9430728,E-than Hawke,
nm9430729,Jude Law,
nm9430730,Sihung Lung,
nm9430731,sa,
nm9430732,Winston Chao,
nm9430733,May Chin,
nm9430734,Sihing Lung,
nm9430735,AhLeh Gua,
nm9430736,Tien Pien,
nm9430737,Joan Allen,
nm9430738,Christina Ricci,
nm9430739,Tobey Maguire,
nm9430740,Greg Wise,
nm9430741,Tobey Maguire,
nm9430742,Skeet Ulrich,
nm9430743,Jewel,
nm9430744,Jonathan Rys Meyers,
nm9430745,James Cavizel,
nm9430746,Simon Baker,
nm9430747,Jeffrey Wright,
nm9430748,s a,
nm9430749,Simon BakerDenny,
nm9430750,Chan Yun Fat,
nm9430751,Michelle Yeoh,
nm9430752,s a,
nm9430753,s a,
nm9430754,Julia Adams,
nm9430755,Stan Musial,
nm9430756,James Millican,
nm9430757,Richard Shannon,
nm9430758,William Hudson,
nm9430759,Sarita Montiel,
nm9430760,Lili Darvas,
nm9430761,Henry Morgan,
nm9430762,Aline McMahon,
nm9430763,Edgar Buchanan,
nm9430764,Andrew Cruikshank,
nm9430765,Alec Guiness,
nm9430766,Mary Garth,
nm9430767,Fred Vincy,
nm9430768,Peter Jeffrey,
nm9430769,Douglas Hodge,
nm9430770,Juliet Aubrey,
nm9430771,Trevyn McDowell,
nm9430772,Rufus Sewell,
nm9430773,Suasanna Foster,
nm9430774,Fats Waller,
nm9430775,Bill Bojangles Robinson,
nm9430776,Katherine Dunham,
nm9430777,Nicholas Brothers,
nm9430778,Fats Waller,
nm9430779,Ada Browwn,
nm9430780,Zutyy Singleton,
nm9430781,Ada Brown,
nm9430782,Benny Carter,
nm9430783,Mary Costa,
nm9430784,Veronica Oddo,
nm9430785,Elba Escobar,
nm9430786,Genco Erkal,
nm9430787,Harun Yesilyurt,
nm9430788,Ayberk Colok,
nm9430789,Gugi Bellista,
nm9430790,Peter Weller,
nm9430791,s a,
nm9430792,s a,
nm9430793,Frances McDormand,
nm9430794,Park Overall,
nm9430795,Stephen Tobolowsky,
nm9430796,Tamlyn Tomita,
nm9430797,Robert Arkins,
nm9430798,Andrew Strong,
nm9430799,Angelina Ball,
nm9430800,Michael Aherne,
nm9430801,Bronagh Gallagher,
nm9430802,Johnny Murphy,
nm9430803,Colm Meany,
nm9430804,Maria Doyle,
nm9430805,Jimmy Nail,
nm9430806,Jeff Fahey,
nm9430807,Roberta Maxwell,
nm9430808,Aneeta Kanwar,
nm9430809,Vikram Gokhale,
nm9430810,Nana Paleker,
nm9430811,Cumhur Vural,
nm9430812,Otto Sander,
nm9430813,Annette Uhlen,
nm9430814,Dominic Raacke,
nm9430815,Tuncel Kurtiz,
nm9430816,Beatrice Pearson,
nm9430817,s a,
nm9430818,Michael Wincott,
nm9430819,Rochelle Davis,
nm9430820,David Patrick Kelly,
nm9430821,Rufus Sewell,
nm9430822,Jennifer Connelly,
nm9430823,Richard OBrien,
nm9430824,Arturo Pirovani,
nm9430825,Guiseppe diLiguoro,
nm9430826,Guiseppe diLiguoro,
nm9430827,Rachel McLish,
nm9430828,John Enos,
nm9430829,Matt Clark,
nm9430830,Emmanu\`elle Rivas,
nm9430831,Eiji Okada,
nm9430832,Giorgio Albertazzi,
nm9430833,Sacha Pitoeff,
nm9430834,Wilhelm vonDeek,
nm9430835,Jean Lanier,
nm9430836,Geral Lorin,
nm9430837,Anna Duperey,
nm9430838,Francois Perier,
nm9430839,Claude Rich,
nm9430840,Ellen Busteyn,
nm9430841,Don Barry,
nm9430842,s a,
nm9430843,Elizabeth Pena,
nm9430844,s a,
nm9430845,s a,
nm9430846,Michael Carmine,
nm9430847,s a,
nm9430848,Marvin Liebman,
nm9430849,Nadine Verdier,
nm9430850,Daniel Emilfork,
nm9430851,Charles Millot,
nm9430852,Henri Lambert,
nm9430853,Patricia Cutts,
nm9430854,Konstantin Shayne,
nm9430855,Anthony George,
nm9430856,Harvey Stevens,
nm9430857,Ralph Clanton,
nm9430858,Betsy vonFurstenberg,
nm9430859,Carmen Mathews,
nm9430860,Richard Waring,
nm9430861,Edmon Ryan,
nm9430862,Benny Baker,
nm9430863,Joanna Moore,
nm9430864,Fred Robbins,
